datetime,000001.xshe,000002.xshe,000009.xshe,000024.xshe,000027.xshe,000039.xshe,000046.xshe,000060.xshe,000061.xshe,000063.xshe,000069.xshe,000100.xshe,000156.xshe,000157.xshe,000166.xshe,000333.xshe,000338.xshe,000400.xshe,000402.xshe,000413.xshe,000423.xshe,000425.xshe,000503.xshe,000538.xshe,000539.xshe,000559.xshe,000568.xshe,000581.xshe,000598.xshe,000623.xshe,000625.xshe,000629.xshe,000630.xshe,000651.xshe,000686.xshe,000709.xshe,000712.xshe,000725.xshe,000728.xshe,000729.xshe,000738.xshe,000750.xshe,000768.xshe,000776.xshe,000778.xshe,000783.xshe,000792.xshe,000793.xshe,000800.xshe,000825.xshe,000826.xshe,000831.xshe,000839.xshe,000858.xshe,000876.xshe,000878.xshe,000883.xshe,000895.xshe,000898.xshe,000917.xshe,000937.xshe,000960.xshe,000963.xshe,000970.xshe,000983.xshe,000999.xshe,002001.xshe,002007.xshe,002008.xshe,002024.xshe,002038.xshe,002051.xshe,002065.xshe,002081.xshe,002129.xshe,002142.xshe,002146.xshe,002153.xshe,002202.xshe,002230.xshe,002236.xshe,002241.xshe,002252.xshe,002292.xshe,002294.xshe,002304.xshe,002310.xshe,002344.xshe,002353.xshe,002375.xshe,002385.xshe,002399.xshe,002410.xshe,002415.xshe,002422.xshe,002450.xshe,002456.xshe,002465.xshe,002470.xshe,002475.xshe,002500.xshe,002570.xshe,002594.xshe,002653.xshe,002673.xshe,002736.xshe,300002.xshe,300003.xshe,300015.xshe,300017.xshe,300024.xshe,300027.xshe,300058.xshe,300059.xshe,300070.xshe,300104.xshe,300124.xshe,300133.xshe,300146.xshe,300251.xshe,600000.xshg,600005.xshg,600008.xshg,600009.xshg,600010.xshg,600011.xshg,600015.xshg,600016.xshg,600018.xshg,600019.xshg,600023.xshg,600027.xshg,600028.xshg,600029.xshg,600030.xshg,600031.xshg,600036.xshg,600038.xshg,600048.xshg,600050.xshg,600060.xshg,600066.xshg,600068.xshg,600085.xshg,600089.xshg,600100.xshg,600104.xshg,600108.xshg,600109.xshg,600111.xshg,600115.xshg,600118.xshg,600150.xshg,600153.xshg,600157.xshg,600166.xshg,600170.xshg,600177.xshg,600188.xshg,600196.xshg,600208.xshg,600221.xshg,600252.xshg,600256.xshg,600271.xshg,600276.xshg,600277.xshg,600309.xshg,600315.xshg,600316.xshg,600317.xshg,600332.xshg,600340.xshg,600348.xshg,600352.xshg,600362.xshg,600369.xshg,600372.xshg,600373.xshg,600383.xshg,600398.xshg,600406.xshg,600415.xshg,600485.xshg,600489.xshg,600497.xshg,600516.xshg,600518.xshg,600519.xshg,600535.xshg,600547.xshg,600549.xshg,600570.xshg,600578.xshg,600583.xshg,600585.xshg,600588.xshg,600597.xshg,600600.xshg,600633.xshg,600637.xshg,600642.xshg,600648.xshg,600649.xshg,600660.xshg,600663.xshg,600674.xshg,600688.xshg,600690.xshg,600703.xshg,600705.xshg,600717.xshg,600718.xshg,600739.xshg,600741.xshg,600783.xshg,600795.xshg,600804.xshg,600809.xshg,600827.xshg,600837.xshg,600839.xshg,600863.xshg,600867.xshg,600873.xshg,600875.xshg,600886.xshg,600887.xshg,600893.xshg,600900.xshg,600958.xshg,600998.xshg,600999.xshg,601006.xshg,601009.xshg,601018.xshg,601021.xshg,601088.xshg,601098.xshg,601099.xshg,601106.xshg,601111.xshg,601117.xshg,601118.xshg,601158.xshg,601166.xshg,601168.xshg,601169.xshg,601179.xshg,601186.xshg,601216.xshg,601225.xshg,601231.xshg,601258.xshg,601288.xshg,601318.xshg,601328.xshg,601333.xshg,601336.xshg,601377.xshg,601390.xshg,601398.xshg,601555.xshg,601600.xshg,601601.xshg,601607.xshg,601618.xshg,601628.xshg,601633.xshg,601668.xshg,601669.xshg,601688.xshg,601699.xshg,601727.xshg,601766.xshg,601788.xshg,601800.xshg,601808.xshg,601818.xshg,601857.xshg,601866.xshg,601888.xshg,601898.xshg,601899.xshg,601901.xshg,601919.xshg,601928.xshg,601929.xshg,601933.xshg,601939.xshg,601958.xshg,601969.xshg,601988.xshg,601989.xshg,601991.xshg,601992.xshg,601998.xshg,603000.xshg,603288.xshg,603993.xshg,cash
2007/11/22,3592,3118,1307,6900,0,0,5362,0,2545,0,5639,0,0,4870,0,0,0,0,0,0,0,2075,0,0,0,0,5620,0,0,6695,0,1072,0,3999,0,0,0,1017,3481,0,0,344,0,1055,0,990,5888,0,1865,0,0,3040,0,3580,0,0,0,0,0,2200,2700,0,0,0,5430,1915,2478,0,0,0,0,0,0,0,0,0,0,9951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4692,1523,1555,0,0,1372,1839,1563,0,1567,0,0,2210,2131,8724,4811,3730,0,7144,922,0,0,0,0,0,0,0,0,0,3810,1305,0,0,0,0,0,0,0,0,0,0,867,1868,1685,5503,0,1597,0,0,0,0,1387,792,0,1482,0,0,0,0,4772,0,0,0,0,8953,0,1201,0,17826,0,0,2582,0,0,0,6723,0,0,3150,0,0,0,1484,1795,0,0,0,1518,0,542,444,0,0,4875,0,854,1609,0,0,1795,5420,0,704,0,814,0,0,0,0,1718,0,0,0,2075,0,0,0,0,0,0,0,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,0,0,0,0,776,0,3549,0,0,0,5711,0,0,0,0,6340,0,0,0,0,0,0,0,0,0,0,0,0,4323,0,0,0,1010,0,0,661,0,0,0,0,0,0,0,11485.019
2007/11/23,3699,3150,1295,6970,0,0,5350,0,2612,0,5598,0,0,5045,0,0,0,0,0,0,0,2060,0,0,0,1094,5780,0,0,6680,0,1119,0,4100,0,0,0,1040,3537,0,0,344,0,1055,0,990,6130,0,1895,0,0,3090,0,3620,0,0,0,0,0,2270,2780,5530,0,0,5700,1960,2538,0,0,0,0,0,0,0,0,0,0,10170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,1542,1585,0,0,1396,1989,1601,0,1579,0,0,2232,2344,8850,4921,3830,0,7280,950,0,0,0,0,0,0,0,0,0,3798,1391,0,0,0,0,0,0,0,0,0,0,919,1868,1644,5596,0,1639,0,0,0,0,1407,859,0,1493,0,0,0,0,4822,0,0,0,0,8751,0,1195,0,17400,0,0,2587,0,0,0,6684,0,0,3257,0,0,0,1484,1793,0,0,0,1543,0,542,444,0,4395,4898,0,885,1636,0,0,1903,5580,0,723,0,841,0,0,0,0,1728,0,0,0,2119,0,0,0,0,0,0,0,2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,0,0,0,0,790,0,3699,0,0,0,5755,0,0,0,0,6551,0,0,0,0,0,0,0,0,0,0,0,0,4198,0,0,0,1020,0,0,670,0,0,0,0,0,0,0,267.019
2007/11/26,3628,3146,1230,6800,0,0,5378,0,2621,0,5598,0,0,5085,0,0,0,0,0,0,0,2030,0,0,0,0,5970,0,0,6545,0,1112,0,4100,0,0,0,988,3480,0,0,344,0,1055,0,990,5970,0,1850,0,0,2920,0,3566,0,0,0,0,0,2250,2793,5529,0,0,5690,1918,2488,0,0,0,0,0,0,0,0,0,0,10348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4782,1501,1605,0,0,1382,1959,1570,0,1549,0,0,2186,2380,8519,4868,3828,0,7127,949,0,0,0,0,0,0,0,0,0,3637,1393,0,0,0,0,0,0,0,0,0,0,933,1901,1583,5475,0,1638,0,0,0,0,1382,864,0,1459,0,0,0,0,4699,0,0,0,0,9504,0,1225,0,17932,0,0,2543,0,0,0,6750,0,0,3343,0,0,0,1484,1762,0,0,0,1506,0,542,444,0,4358,4751,0,861,1606,0,0,1886,5492,0,0,0,839,0,0,0,0,1743,0,0,0,2128,0,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,0,0,0,779,0,3600,0,0,0,5581,0,0,0,0,6626,0,0,0,0,0,0,0,0,0,0,0,0,4213,0,0,0,1006,0,0,663,0,0,0,0,0,0,0,2082.202
2007/11/27,3508,3020,1176,6280,0,0,5030,0,2640,0,5398,0,0,4780,0,0,0,0,0,0,0,1957,0,0,0,0,6140,0,0,6054,0,1113,0,4001,0,1752,0,986,3380,0,0,344,0,1055,0,990,6035,0,1768,0,0,2870,0,3450,0,0,0,0,0,2198,2789,5760,0,0,5710,1831,2317,0,0,0,0,0,0,0,0,0,0,10211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4769,1473,1606,0,0,1357,1906,1521,0,1504,0,0,2091,2522,8148,4603,3757,0,6591,932,0,0,0,0,0,0,0,0,0,3647,1434,0,0,0,0,0,0,0,0,0,0,975,1843,1600,5088,0,1601,0,0,0,0,1399,827,0,1428,0,0,0,0,4567,0,0,0,0,9045,0,1196,0,18212,0,0,2519,0,0,0,6760,0,0,3339,0,0,0,1484,1668,0,0,0,1474,0,542,444,0,4179,4376,0,856,1547,0,0,1861,5288,0,0,0,832,0,0,0,0,0,0,0,0,2128,0,0,0,0,0,0,0,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,0,0,0,0,771,0,3684,0,0,0,5351,0,0,0,0,6584,0,0,0,0,0,0,0,0,0,0,0,0,4055,0,0,0,1002,0,0,653,0,0,0,0,0,0,0,1975.459
2007/11/28,3420,2996,1142,5907,0,0,4530,0,2580,0,4980,0,0,4586,0,0,0,0,0,0,0,1910,0,0,0,0,6000,0,0,5936,0,1073,0,3931,0,1673,0,957,3338,0,0,344,0,1055,0,990,6000,0,1641,0,0,2771,0,3445,0,0,0,0,0,2140,2807,5670,0,0,5938,0,2199,0,0,0,0,0,0,0,0,0,0,10214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4796,1462,1659,0,0,1279,1980,1479,0,1464,0,0,2008,2514,8283,4399,3772,0,6450,901,0,0,0,0,0,0,0,0,0,0,1458,0,0,0,0,0,0,0,0,0,0,955,1799,1555,5258,0,1603,0,0,0,0,1387,813,0,1412,0,342,0,0,4395,0,0,0,0,8577,0,1184,0,17663,0,0,2492,0,0,0,6450,0,0,3340,0,0,0,1484,1662,0,0,0,1476,0,542,444,0,4115,4308,0,871,1519,0,0,1843,5188,0,0,0,842,0,0,0,0,0,0,0,0,2073,0,0,0,0,0,0,0,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,0,0,0,754,0,3766,0,0,0,5290,0,0,0,0,6602,0,0,0,0,0,0,0,0,0,0,0,0,4203,0,0,0,987,0,0,628,0,0,0,0,0,0,0,7121.981
2007/11/29,3705,3126,0,6104,0,0,4743,0,2529,0,5110,0,0,4680,0,0,0,0,0,0,0,2101,0,0,0,0,6152,0,0,6316,0,1076,0,4038,0,0,0,1005,3488,0,0,344,0,1055,0,990,6123,0,1742,0,0,2830,0,3588,0,0,0,0,0,2096,2930,5750,0,0,6016,0,2319,0,0,0,0,0,0,4533,0,0,0,10541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5171,1500,1691,0,0,1308,2029,1558,0,1511,0,0,2183,2738,8761,0,4015,2812,6726,988,0,0,0,0,0,0,0,0,0,0,1604,0,0,0,0,0,0,0,0,0,0,1051,1828,1627,5319,0,1763,0,0,0,0,1421,833,0,1449,0,359,0,0,4556,0,0,0,0,8795,0,1201,0,17549,0,0,2559,0,0,0,6507,0,0,3348,0,0,0,1484,1691,0,0,0,0,0,542,444,0,4173,4597,0,901,1567,0,0,1886,5473,0,0,0,0,0,0,0,0,0,0,0,0,2165,0,0,0,0,0,0,0,2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,0,0,0,0,802,0,3890,0,0,0,5643,0,0,0,0,6818,0,0,0,0,0,0,0,0,0,0,0,0,4203,0,0,0,1038,0,0,658,0,0,0,0,0,0,0,9563.449
2007/11/30,3608,3155,0,0,0,0,4686,0,2499,0,5109,0,0,4648,0,0,0,0,0,0,0,2010,0,0,0,0,6202,0,0,0,0,1045,0,3926,4260,0,0,1032,3382,0,0,344,0,1055,0,990,5880,0,1672,0,0,2710,0,3507,0,0,0,0,0,1969,2899,5580,0,0,5900,0,2244,0,0,0,0,0,0,4488,0,0,0,10599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5189,1436,1616,0,0,0,1949,1510,0,1452,0,0,2112,2564,8389,0,3925,3093,6838,985,0,0,0,0,0,0,0,0,0,0,1692,0,0,0,0,0,0,0,0,0,0,1061,1807,1581,5355,4706,1766,0,0,0,0,1391,799,0,1449,0,377,0,0,0,0,0,0,0,0,0,1197,0,17349,0,0,2457,0,0,0,6478,0,0,3342,0,0,0,1484,1720,0,0,0,0,0,542,444,0,4233,0,0,860,1526,0,0,1858,5196,0,0,0,0,0,0,0,0,0,0,0,0,2139,0,0,0,0,0,0,0,2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,0,0,0,0,799,0,3699,0,0,0,5483,0,0,0,0,6668,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,0,0,1020,0,0,645,0,0,0,0,0,0,0,31979.773
2007/12/3,3830,3253,0,0,0,0,0,0,2450,0,0,0,0,4598,0,0,0,0,0,0,0,2036,0,0,0,0,5988,0,0,0,0,1067,0,3890,4285,0,0,1069,3391,0,0,344,0,1055,0,990,5660,0,1676,0,0,2650,0,3554,0,0,0,0,0,1944,2777,0,0,0,5645,0,2362,0,0,5658,4367,0,0,4499,0,0,0,10780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5366,1436,1642,0,0,0,1976,1515,0,0,0,0,2100,2398,8457,0,3973,3124,7124,982,0,0,0,0,0,0,0,0,0,0,1670,0,0,0,0,0,0,0,0,0,0,1009,0,1604,5329,4650,1771,0,0,0,0,1366,769,0,1455,0,396,0,0,0,0,0,0,0,0,0,1191,0,17412,0,13194,0,2745,0,0,6647,0,0,3291,0,0,0,1484,1824,0,0,0,0,0,542,444,0,4310,0,0,900,1500,0,0,1889,5163,0,0,0,0,0,0,0,0,0,0,0,0,2165,0,0,0,0,0,0,0,2235,0,0,0,5727,0,0,0,0,0,0,0,0,0,0,1490,0,0,0,0,808,0,3649,0,0,0,5732,0,0,0,0,6520,0,0,0,0,0,0,0,0,0,0,0,0,4010,0,0,0,1030,0,0,649,0,0,0,0,0,0,0,21276.682
2007/12/4,3848,3292,0,0,0,0,0,0,2450,0,0,0,0,4705,0,0,0,0,0,0,0,2020,0,0,0,0,5998,0,0,0,0,1068,0,3865,4380,0,0,1061,3410,0,0,344,0,1055,0,990,5752,0,1690,0,0,2720,0,0,0,0,0,0,0,2015,2738,0,0,0,5615,0,2392,0,0,5800,4360,0,0,4599,0,0,0,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5317,1539,1621,0,0,0,1971,1530,0,0,0,0,2159,2489,8649,0,4018,3124,7307,994,0,0,0,0,0,0,0,0,0,0,1704,0,20419,0,0,0,0,0,0,0,0,1039,0,1640,5290,4696,1739,0,0,0,0,0,776,0,0,0,416,0,0,0,0,0,0,0,0,0,1250,0,17650,0,13315,0,2754,0,0,6738,0,0,3199,0,0,0,1484,1791,0,0,0,0,0,542,444,0,4233,0,0,887,1521,0,0,1859,5300,0,0,0,0,0,0,0,0,0,0,0,0,2212,0,0,0,0,0,0,0,2287,0,0,0,5711,0,0,0,0,0,0,0,0,0,0,1499,0,0,0,0,815,0,0,0,0,0,5815,0,0,0,0,6512,0,0,0,0,0,0,0,0,0,0,0,0,4023,0,0,0,1031,0,0,658,0,0,0,0,0,0,0,11017.658
2007/12/5,3940,3360,0,0,0,0,0,0,2550,0,0,0,0,4906,0,0,0,0,0,0,0,2065,0,0,0,0,5999,0,0,0,0,1095,0,3992,4576,0,0,1076,3500,0,0,344,0,1055,0,990,5880,0,1784,0,0,2881,0,0,0,0,0,0,0,2015,2812,0,0,0,5840,0,2445,0,0,0,4438,0,0,4619,0,0,0,10633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5396,1669,1649,0,0,0,2019,1550,0,0,0,0,2222,2543,8998,0,4133,3124,7341,1007,0,0,0,0,0,0,0,0,0,0,1749,0,20725,0,0,0,0,0,0,0,0,1040,0,1667,5437,4700,1792,0,0,0,0,0,788,0,0,0,437,0,738,0,0,0,0,0,0,0,1254,0,18301,0,14321,0,2789,0,0,6800,0,0,3324,0,0,0,1484,1860,0,0,2721,0,0,542,444,0,4242,0,0,919,0,0,0,1920,5473,0,0,0,0,7736,0,0,0,0,0,0,0,2256,0,0,0,0,0,0,0,2372,0,0,0,5796,0,0,0,0,0,0,0,0,0,0,1537,0,0,0,0,839,0,0,0,0,0,5947,0,0,0,0,6710,0,0,0,0,0,0,0,0,0,0,0,0,4112,0,0,0,0,0,0,670,0,0,0,0,0,0,0,8547.306
2007/12/6,3923,3350,0,0,0,0,0,0,2490,0,0,0,0,4980,0,0,0,0,0,0,0,2050,0,0,0,0,5966,0,0,0,0,1078,0,4033,4515,0,0,1067,3466,1719,0,344,3258,1055,0,990,5780,0,1754,0,0,2844,0,0,0,0,0,0,0,2049,2870,0,0,0,6001,0,2511,0,0,0,4389,0,0,4515,0,0,0,11080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5577,1682,1691,0,0,0,2069,1554,0,0,0,0,2227,2579,8838,0,4122,3124,0,990,0,0,0,0,0,3560,0,0,0,0,1723,0,21300,0,0,0,0,0,0,0,0,1023,0,1653,5433,4704,1781,0,0,0,0,0,780,0,0,0,459,0,751,0,0,0,0,0,0,0,1256,0,18438,0,13851,0,2911,0,0,6825,0,0,3304,0,0,0,1484,1859,0,0,2675,0,0,542,444,0,4219,0,0,919,0,0,0,1998,5414,0,0,0,0,7781,0,0,0,0,0,0,0,2254,0,0,0,0,0,0,0,2392,0,0,0,5810,0,0,0,0,0,0,0,0,0,0,1546,0,0,0,0,834,0,0,0,0,0,5980,0,0,0,0,6896,0,0,0,0,0,0,0,0,0,0,0,0,4137,0,0,0,0,0,0,666,0,0,0,0,0,0,0,7434.965
2007/12/7,3980,3352,0,0,0,0,0,0,2590,0,0,0,0,4978,0,0,0,0,0,0,0,2114,0,0,0,0,6060,0,0,0,0,1091,0,4010,4598,0,0,1113,3520,1730,0,344,3221,1055,0,990,5800,0,1779,0,0,2930,0,0,0,0,0,0,0,2095,2880,0,0,0,6028,0,2510,0,0,0,4388,0,3205,4638,0,0,0,11168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5560,1716,1735,0,0,0,2086,1565,0,0,0,0,2273,2597,8961,0,4133,3124,0,1013,0,0,0,0,0,3590,0,0,0,0,1731,0,21138,0,0,0,0,0,2065,0,0,1038,0,1711,5344,4840,1799,0,0,0,0,0,838,0,0,0,482,0,786,0,0,0,0,0,0,0,1317,0,19304,0,14062,0,2914,0,0,6957,0,0,3434,0,0,0,1484,1894,0,0,2795,0,0,542,444,0,0,0,0,919,0,0,0,2000,5491,0,0,0,0,7775,0,0,0,0,0,0,0,2275,0,0,0,0,0,0,0,2410,0,0,0,5814,0,0,0,0,0,0,0,0,0,0,1548,0,0,0,0,836,0,0,0,0,0,6048,0,0,0,0,6896,0,0,0,0,0,0,0,0,0,0,0,0,4313,0,0,0,1042,0,0,669,0,0,0,0,0,0,0,5411.746
2007/12/10,3912,3310,0,0,0,0,0,0,2814,0,0,0,0,5050,0,0,0,0,0,0,0,2139,0,0,0,0,6407,0,0,0,1883,1158,0,4010,4825,0,0,1169,3680,1801,0,344,3265,1055,0,990,6379,0,1827,0,0,3121,0,0,0,0,0,0,0,0,3001,0,0,0,6354,0,2551,0,0,0,4785,0,3526,4750,0,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5426,1744,1909,0,0,0,2081,1555,0,0,0,0,2303,2716,8961,0,4082,3124,0,1037,0,0,0,0,0,3800,2622,0,0,0,1804,0,21952,0,0,0,0,0,2113,0,0,1077,0,1757,5585,5079,1835,0,0,0,0,0,853,0,0,0,506,0,779,0,0,0,0,0,0,0,1341,0,19304,0,14439,0,2920,0,0,6933,0,0,3518,0,0,0,1484,2017,0,0,2875,0,0,542,444,0,0,0,0,936,0,0,0,2171,5647,0,0,0,949,8003,0,0,0,0,0,0,0,2355,0,0,0,0,0,0,0,2550,0,0,0,5707,0,0,0,0,0,0,0,0,0,0,1535,0,0,0,0,832,0,0,0,0,0,6105,0,0,0,0,7040,0,0,0,0,0,0,0,0,0,0,0,0,4469,0,0,0,1038,0,0,669,0,0,0,0,0,0,0,2237.651
2007/12/11,3870,3230,0,0,0,0,0,0,2823,0,0,0,0,5148,0,0,0,0,0,0,0,2199,0,0,0,0,6676,0,0,0,1936,1203,0,4010,4749,0,0,1175,3642,1809,0,344,3386,1055,0,990,6688,0,1836,0,0,3072,0,0,0,0,0,0,0,0,2959,0,0,0,6238,0,2805,0,0,0,4931,0,3557,4750,0,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5306,1720,1922,0,0,0,2030,1529,0,0,0,0,2315,2795,9071,0,3998,3124,0,1038,0,0,0,0,0,3773,2614,0,0,0,1909,0,23910,0,0,0,0,0,2090,0,0,1185,0,1751,5884,5348,1872,0,0,0,0,1498,848,0,0,0,531,0,774,0,0,0,0,0,0,0,1315,0,20172,0,14711,0,3069,0,0,6855,0,0,3637,0,0,0,1484,2028,0,0,2903,0,0,542,444,0,0,0,0,945,0,0,0,2208,5607,0,0,0,958,8003,0,0,0,0,0,0,0,2461,0,0,0,0,0,0,0,2628,0,0,0,5489,0,0,0,0,0,0,0,0,0,0,1503,0,0,0,0,821,0,0,0,0,0,5939,0,0,0,0,7175,0,0,0,0,0,0,0,0,0,0,0,0,4454,0,0,0,1019,0,0,666,0,0,0,0,0,0,0,746.651
2007/12/12,3698,3102,0,0,0,0,0,0,2937,0,0,0,0,5150,0,0,0,0,0,0,0,2170,0,0,0,0,6750,0,0,0,1880,1211,0,4010,4790,0,0,1168,3659,1807,0,344,3337,1055,0,990,6900,0,1884,0,0,2966,0,0,0,0,0,0,0,0,2930,0,0,0,6392,0,2820,0,0,0,4940,0,3557,4865,0,0,0,12200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4993,1709,1907,0,0,0,1922,1509,0,0,0,0,2301,2714,8776,0,3828,3124,0,1019,0,0,0,0,0,3898,2576,0,0,0,1878,0,23944,0,0,0,0,0,2073,0,0,1192,0,1751,6005,5347,1831,0,0,0,0,1509,866,0,0,0,531,0,773,0,0,0,0,0,0,0,1318,0,20180,0,14500,0,3048,0,0,6684,0,0,3640,0,0,0,1484,1943,0,0,2896,0,0,542,444,0,0,0,0,1040,0,0,0,2202,5556,0,0,0,964,8265,0,0,0,0,0,0,0,2456,0,0,0,0,0,0,0,2601,0,0,0,5132,0,0,0,0,0,0,0,0,0,0,1471,0,0,0,0,810,0,0,0,0,0,5735,0,0,0,0,7121,0,0,0,0,0,0,0,0,0,0,0,0,4261,0,0,0,1000,0,0,657,0,0,0,0,0,0,0,746.651
2007/12/13,3669,2940,0,0,0,0,0,0,2825,0,0,0,0,4785,0,0,0,0,0,0,0,2033,0,0,0,0,6625,0,0,0,1799,1169,0,4029,4489,0,0,1121,3485,1728,0,344,3166,1055,0,990,6650,0,1769,0,0,2800,0,0,0,0,0,0,0,0,2800,0,0,0,5940,0,2600,0,0,0,4900,0,3630,4700,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4847,1609,1786,0,0,0,1887,1473,0,0,0,0,2207,2683,8342,0,3741,3124,0,1015,0,0,0,0,0,3699,2447,0,0,0,1917,0,23417,0,0,0,0,0,1967,0,0,1205,0,1755,5822,5106,1781,0,0,0,0,1548,866,0,0,0,531,0,768,0,0,0,0,0,0,0,1277,0,20049,0,14402,0,2928,0,0,6295,0,0,3440,0,0,0,1484,1839,0,0,2751,0,0,542,444,0,0,0,0,989,0,0,0,2071,5355,0,0,0,923,7817,0,0,0,0,0,0,0,2325,0,0,0,0,0,0,0,2575,0,0,0,4987,0,0,0,0,0,0,0,0,0,0,1438,0,0,0,0,810,0,0,0,0,0,5689,0,0,0,0,6680,0,0,0,0,0,0,0,0,0,0,0,0,4008,0,0,0,983,0,0,644,0,0,0,0,0,0,0,746.651
2007/12/14,3730,2995,0,0,0,0,0,0,2875,0,0,0,0,4903,0,0,0,0,0,0,0,2078,0,0,0,0,7185,0,0,0,1832,1225,0,4100,4570,0,0,1129,3575,1865,0,344,3216,1055,0,990,6995,0,1745,0,0,2848,0,0,0,0,0,0,0,0,2804,0,0,0,5881,0,2798,0,0,0,4960,0,3630,4730,0,0,0,12396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4947,1657,1922,0,0,0,1901,1490,0,0,0,0,2204,2569,8496,0,3859,3124,0,1019,0,0,0,0,0,4069,2540,0,0,0,1882,0,23082,0,0,0,0,0,1995,0,0,1189,0,1821,6011,5217,1809,0,0,0,0,1581,860,0,0,0,558,0,829,0,0,0,0,0,0,0,1292,0,21600,0,14518,0,2936,0,0,6394,0,0,3635,0,0,0,1484,1915,0,0,2765,0,0,542,444,0,0,0,0,1015,0,0,0,2226,5444,0,0,0,931,7988,0,0,0,0,0,0,0,2366,0,0,0,0,0,0,0,2514,0,0,0,5075,0,0,0,0,0,0,0,0,0,0,1466,0,0,0,0,799,0,0,0,0,0,5882,0,0,0,0,6725,0,0,0,0,0,0,0,0,0,0,0,0,3961,0,0,0,982,0,0,648,0,0,0,0,0,0,0,746.651
